source	sha256	area	tickets	verification
story:024	958869c7898c5fad2453bf0517fc00f02e57e2df2eb8be1524811b232bab5a4c	runtime	05	tests.test_database.StateReadTest;tests.test_database.ArtifactStoreTest
story:025	6cff732eb5645f4dccb37ab3d0af01783c41d2f13dfa57c532400c6f20f417cf	operator	03	tests.test_backup.ArchiveTest;tests.test_database.ArchiveTest
story:026	0ed75d234e8076e2edee19bda69369c38a862bb175637b1c96a77e70983025c3	runtime	03	tests.test_database.RecordedColumnsTest;tests.test_database.WriteDisciplineTest
story:027	011d72593e63d0f53a907b45a5b35bcfbf751ac4f5e94571d07ab7a6f391f2c9	runtime	03	tests.test_database.WriteDisciplineTest;tests.test_database.GateTest
story:028	9ecda364a4f05f6c85621f9beaea779bb2001bae126f60f2b3994fb2201cc5e9	runtime	03	tests.test_database.RecordedColumnsTest;tests.test_database.NegativeControlTest
story:029	24ab0a506b14ba07a1204e2e195746dd92cfaef68f26877f9c50eb631d03e268	runtime	03	tests.test_database.ConnectionGuardTest;tests.test_state.BoundTest
story:030	30fa6dc0ecff7ee71a49ebe8c4e9b9502596a1f4d3bf72dfc4327526c0a1bf6d	runtime	13	tests.test_database.ProxyEgressTest;tests.test_database.StartupRefusalTest
story:031	fe1c65e08c6f2aebcfb48f5b642526b2b0e6ec436ecff331a40728eeeb0f03ac	runtime	20	tests.test_database.ExecutionSliceTest;tests.test_proposal.StageTest
story:032	1a1f8c267b4a38a17d6d63910fdab7aae80ad9382c2ff9af38587a1128318353	runtime	20	tests.test_execution.AttemptTest;tests.test_database.ExecutionSliceTest
story:033	b19bdb3c539d464c82d2b72c0a65be35e8a20a0846b30f4734df4469bb61399f	runtime	09	tests.test_database.ProxyEgressTest;tests.test_proxy.ExchangeTest
story:034	cda7d363d6e83de111fe9d1a50341760d7b1bed6b37528cc53e0c7cabe11bc8f	runtime	30	tests.test_database.OfflineToolRunTest;tests.test_database.SourceCitationTest
story:035	d2452906a08205571a08a304a3d83fdf8f09486a1d18ede1573965996962d330	runtime	07	tests.test_database.SealedWireArtifactTest;tests.test_seal.RoundTripTest
story:036	e3fe7a095360d21c215ba509798591789fc22bafc11f7042f324e97652a9abff	runtime	34,40	tests.test_database.NegativeKnowledgeTest;tests.test_database.ChainUnlockTest
story:037	2652fee1c2e1a7b5f3fe8c1b3e5a7f2354b8276efe479aabbdc64ad4b5846b28	runtime	40	tests.test_database.KillChainTest
story:038	08eb56d6b16c03c896afc42b3ec1676bb2af363be3efe53b09ff5475b86c4242	v1_import	58	tests.test_database.V1ImportTest;tests.test_database.V1ImportRefusalTest
story:039	6e7361ff20c34ccb324009bc6729fcd718c3bdd4e828e823a1736cf94bbcde9f	runtime	03	tests.test_database.RecordedColumnsTest;tests.test_database.CandidateFindingTest
story:040	7b114aa116040412a58405782f8aed6cac244ca4e8eb131c98e6907ffb1cceea	runtime	03	tests.test_database.NegativeControlTest;tests.test_database.CandidateFindingTest
story:041	781e88c78d77234cf6918f181b54c4e8d1b0c040103715e87f3869c335b565ce	runtime	06	tests.test_evidence.RedactTest;tests.test_database.OperatorDecisionTest
story:042	ad978a08785f8b590e56c2c1191f036dbcb081d63118cf1a0ed55072db166e41	runtime	03	tests.test_integrity.RunTest;tests.test_cli.DatabaseCommandTest
story:043	9806f6927efcab7622adf9309ab45270c4c7af570e50cdf695a89e88b7d6e85f	runtime	03	tests.test_database.NegativeControlTest;tests.test_integrity.VerifyTest
story:044	b51aee2f0c8e0860636b10941647a31396be30dbd1e4af7ff8f213b5bedaef6d	runtime	05	tests.test_database.StateReadTest;tests.test_state.ReadTest
story:045	23fc0cfd955c922b997d80f7cee379d601aa099fcb267a17f60789076a36938c	runtime	42	tests.test_database.FindingReportTest;tests.test_database.SurfaceFingerprintTest
story:046	daad6be096c81d79a85264cf3b472319d0b33bd0978006002a4f933d7710c7e9	runtime	26	tests.test_database.TaskRankingTest
story:047	7febc1077347885c4d0ee52362c319bc4a2e76fbe1a1d81488dc5b3d8b62f031	runtime	26,41	tests.test_database.TaskRankingTest;tests.test_database.ChainUnlockTest
story:048	3b0a7d7e8bdaddab37f078bfff9443aadc979d436e212b0d911cda7989527511	runtime	23	tests.test_database.SlateClaimTest;tests.test_execution.SlateTest
story:049	f08dc292e98d1b1d087ebb3031f4baea82fb244f9e5aba739a04e4d05de494e8	runtime	27	tests.test_database.OrchestratorDispatchTest;tests.test_execution.ChoiceTest
story:050	7be8d34fbc32849141ffa344267253f56396fd649d66b8695843054b28ecb5db	runtime	23	tests.test_database.SlateClaimTest
story:051	e49c8e9880793d3ebf838e19d8a2fbfe578501194fb0e8d3f0ce9f05444c81bb	runtime	27	tests.test_execution.ChoiceTest;tests.test_database.OrchestratorDispatchTest
story:052	f0741aea020c254901aa4b33d7b252d39463ca04676854e7fd8f19e1e6af55ab	runtime	24	tests.test_database.LeaseTest;tests.test_execution.HeartbeatTest
story:053	7bdca55d1622c1183c1a5d955a7b7c126b793415ad412b7ec59707919020792a	runtime	24,72	tests.test_database.IdentityClampTest;tests.test_database.LeaseTest
story:054	49d834f7eadb1d309a9d37cda129f91b63e95f441f3f102c80e580aca2649e44	runtime	24	tests.test_execution.HeartbeatTest;tests.test_database.LeaseTest
story:055	ec85aac7d56e2bd28a7bdd5fd2fbda3a71cab66dd17b5e55994e74585d15e18c	agents	17	tests.test_database.StartupRefusalTest;tests.test_execution.RefusalTest
story:056	78206b611dd4ecc7e68e80ea0a58f0ace5e0ba257335f33f973dd148bdd92eb5	long_session	24	tests.test_execution.ReconciliationTest;tests.test_database.CampaignRecoveryTest
story:057	dee57042447b04b534102060913bb3f8ef886acd7e4f9fe1b2bd2ebe1bd4d6ed	runtime	25	tests.test_database.BudgetReservationTest
story:058	18ad233caf1e2a9a14cbbfb698bfb078c55bed6bb3b7aa700bc846110cf81aef	runtime	25	tests.test_database.BudgetReservationTest;tests.test_execution.ReconciliationTest
story:059	5b967cb118595ca26c7cee6956640a92c34f3941402848691e09370267f7c069	runtime	13	tests.test_database.BudgetReservationTest;tests.test_database.ProxyEgressTest
story:060	ad12da2129d288ab78e65789b08ae9e468d80b2211f9479aa763591cb59c2ae2	runtime	25	tests.test_database.BudgetReservationTest;tests.test_execution.SlateTest
story:061	ecd8c5dcc1dc0bb2e28249f70be98842f5c59d1e0828737e1e1485e126fa2e93	runtime	34	tests.test_database.NegativeKnowledgeTest
story:062	1919a975c2b410e7888e8547de3ec793a6c2e18f41cac4f44710317e709c9c9d	runtime	34	tests.test_database.SurfaceFingerprintTest;tests.test_database.NegativeKnowledgeTest
story:063	d4d758c431c1d7f4bd110e3fe04b6f77b85c31d514fb6958c32ed82dd76c42d3	runtime	41	tests.test_database.ChainUnlockTest
story:064	01be6fbd37576296ce7bb1da494a29095caf2438af795d81089852e93849470f	long_session	28,81	tests.test_execution.BoundaryTest;tests.test_agent.BoundaryTest
story:065	d842f52088df3fd8404f6a17c243e3e0598abf00a952bad3e0a75b79859cd13f	long_session	28	tests.test_database.OrchestratorRotationTest;tests.test_execution.CapsuleTest
story:066	867065dd0e0953f22491a40efe6419d37054e104c0d0c3979e17ccc118b24356	long_session	28	tests.test_capsule.CompileTest;tests.test_capsule.BoundTest
story:067	79ad9bf1dacd5c0ef6eab1f475a605bceef7ce6515b6a5512cecc72c82b44655	long_session	19	tests.test_packet.BoundTest;tests.test_database.MissionPacketTest
story:068	1b1fea8214a683b3909848e4cd897f76bb9d5e8bb68c41139dfa51a60bcc3145	long_session	28	tests.test_capsule.CompileTest;tests.test_database.OrchestratorRotationTest
story:069	1be6cade43c66d63885672b1264c0904ea34bb724f829cd9e61db763c3cac426	runtime	73,75	tests.test_database.SlateClaimTest;tests.test_roster.AuthorityTest
story:070	b923da0cbb331981feceb1a4d35889092585876473677b7c5382a382fc9c9f4c	runtime	25	tests.test_database.BudgetReservationTest;tests.test_database.TaskRankingTest
story:071	ca1633ece680a4c51d2eb8f54fc1dbd0eee1c15e458fdf30744c75407819feb8	agents	16	tests.test_agent.BoundaryTest;tests.test_agent.RequestTest
story:072	220d18c93f0a5d49b206282c70273def8a573661fbd12bc9ba2839291d450d1c	agents	16	tests.test_agent.OptionsTest;tests.test_agent.ChildTest
story:073	1325a03e16c5e73361f71a7f89c3f87b2ec25cd9b986c976c935cbb91a33b1cf	agents	15	tests.test_startup.AuthResolutionManifestTest;tests.test_agent.AssertionTest
story:074	1e5c5db10d271e7b76678a6d793501070eb88551566c19a1b7e39a733889de45	agents	15	tests.test_startup.AuthResolutionManifestTest
story:075	e7201859eaf3af99896a77e6e2a247c4ed3c6750f6ad9513b391e4f1cdffe7ea	agents	16	tests.test_child.RunTest;tests.test_agent.ReadbackTest
story:076	ce6b0a8e947f20167d8b345691ab620bd9f5d24a27436597a7cfaba8507d6d36	agents	17	tests.test_agent.SurfaceTest;tests.test_agent.VectorChildTest
story:077	d51fe3b8232fb4ce24a02303fd578da922a2ca83f87467babc797e683d73bae1	agents	17	tests.test_agent.AssertionTest;tests.test_agent.RefusalTest
story:078	d2e5a2c277845ff52c487f91d64969e2d8b4e02365a6cf8091cd2d87c52b872f	agents	16	tests.test_agent.CorroborationTest;tests.test_agent.InitRefusalTest
story:079	b869612f55d82e8cff50988c0192145d88863ff934096e74820a3a42f98233f7	agents	17	tests.test_agent.LatchTest
story:080	23ec42490ff4a539a26b123e81d547bc19784558bbaed72d79d01b0286fdde0a	agents	17	tests.test_agent.VectorChildTest;tests.test_vault.RefusalTest
story:081	62619115f723f55366b2563fbf5fda27a3c73805a19bea62f2be9ecdc54900a8	agents	16,76	tests.test_isolation.AgentContainerIsolationTest;tests.test_vault.ChildProcessTest
story:082	2f3b6bd2daab739fd61b0642d35876ffe2342203d5007ab23e7577e7e39b82eb	runtime	12	tests.test_vault.CredentialTest;tests.test_database.ProxyEgressTest
story:083	c13959ed0ea0fd600717ffecd2a725696683c3be9d95abb9e82d92f79b46c8f4	agents	18	tests.test_roster.InventoryTest;tests.test_roster.CompileTest
story:084	b9d92af28be5144bd29347010c60aab1663b87a91e4de6b1e0abda031dcb9e9e	agents	18	tests.test_roster.AuthorityTest;tests.test_roster.SurfaceTest
story:085	7aa4c549dc4a08149590df1c8c2dfe87aa6f4dcfdb2a4474f4ddcc806e1fd457	agents	18	tests.test_roster.AuthorityTest;tests.test_scope.DiscoveryTest
story:086	866313b59a118d3bcda17016df62604dc2834a4a31fdf0a381230302f63fe75e	agents	19	tests.test_proposal.ReviewTest;tests.test_roster.AuthorityTest
story:087	afee91269acd357ddc6566c68fd66b551c6d2ea17e850908af75c293fe4c27ed	agents	32	tests.test_database.JsAnalystCommandTest;tests.test_database.SourceCitationTest
story:088	c00bfb6ab11865a6de952475ff5623abbbfbeb2107f7f333fab0b9229452dadc	agents	37	tests.test_database.BlindValidationTest
story:089	deaf25f938fb433790ef35679b0f4fadbf289765fface9ac78f968bf26a8c27e	agents	37	tests.test_database.BlindValidationTest;tests.test_roster.ContractSchemaTest
story:090	13a11e7d74e232cf72125565767cf7704ac96bafa222dedec05ebbf36af91fc2	runtime	42	tests.test_reporting.PurityTest;tests.test_database.ReportProjectionTest
story:091	f57e2299b178a460a76aa8a81cdca91b12dcd5749a040c5f2ac2c99cab8ea39f	agents	18,71	tests.test_roster.CompileTest;tests.test_roster.SchemaAgreementTest
story:092	a81a9acbcd5da48bc6019d8992c7aeb5edfa8d99a6b19a58d355d5d13ec4a264	agents	18	tests.test_roster.GateTest;tests.test_agent.ServedToolTest
story:093	82fff146e0a25da1dbecbbd85d6553d0ca6ba1f2f2dab802ac918ddb9237edc2	agents	73	tests.test_roster.AuthorityTest;tests.test_agent.SurfaceTest
story:094	2fbb34390a2f9cc551e888b6e52db8bdd27797c12129e85af78a5d949bf01abf	agents	19	tests.test_roster.ContractSchemaTest;tests.test_agent.ServedToolTest
story:095	39ca95287697a1e4e293873fd72bbc1a56017a16156234e313006892414642c5	agents	19	tests.test_roster.ContractSchemaTest;tests.test_vault.BoundaryTest
story:096	491283347aa6ec41f1efc12e94b86ac5193af4016e3266fa51f2c84f0270a280	agents	19	tests.test_roster.ContractSchemaTest;tests.test_roster.SchemaAgreementTest
story:097	d00dfb6b47cb10ccfabe03c4a4a2fcb3d0feab4cabb8455f3bac8f461e409493	agents	30	tests.test_database.OfflineToolRunTest;tests.test_database.SourceCitationTest
story:098	3ed2edea88da44896617104654d5868fc4aa2ac2c70b68d94fdb066224d5aae0	runtime	30	tests.test_database.OfflineToolRunTest;tests.test_artifact.CommandTest
story:099	60525600c54ee42f55d8f187de983a9df5cc992a0c1b8c81d12431b4a05bb9a3	runtime	20	tests.test_proposal.CompletionTest;tests.test_database.ExecutionSliceTest
story:100	597f752d14a6d4a5e5674ed2742ff5b9adf4e4949b18cfee4402bce75203b38c	runtime	09,10	tests.test_database.ProxyEgressTest;tests.test_tls.EnvironmentTest
story:101	2eb357830f7f6e9d2dc4d5c16853690d6a3dabe5c1e850809c3c53aff388500f	runtime	11,82	tests.test_isolation.AgentContainerIsolationTest;tests.test_database.ContainedDoorTest
story:102	191be863c2f81cb5ea5b66ce5b8b4ab1ad8578a0cbfe64ad5114cfcbb0df3311	runtime	11	tests.test_scope.CanonicalFormTest;tests.test_proxy.RedirectTest
story:103	020c9c76a00cb84f40fbb68a624196495a58fd26b2854d2bbcc7fd0f39b58f0b	runtime	11	tests.test_proxy.AddressTest;tests.test_proxy.BindPolicyTest
story:104	d415afbc8cd8f357bf1e600f34bee0752f7007131937ecaf4a6b36a4c10cb51a	runtime	11	tests.test_proxy.RedirectTest;tests.test_proxy.CrossHostRedirectTest
story:105	e1fd239a572b60a5febb1b5eae8d850a32c71196ef97a82daa20c0eb0683c8a4	runtime	09	tests.test_database.ProxyEgressTest;tests.test_proxy.HeaderTest
story:106	9d6c43f172dfecddb3e5b44f7aae9affa70fa895b2173780e867099c66ab211a	runtime	09	tests.test_database.ProxyEgressTest
story:107	57bf831cee7e0b6e245a11dd3c45423960d9e9857c6edbdade140e3a37891a6b	runtime	09	tests.test_database.ProxyEgressTest;tests.test_database.LaneVocabularyTest
story:108	2635bab7c8a9f76421ded430013c00cada0d65feaf99e6e3987ab3dfdd90b902	runtime	09	tests.test_database.ProxyEgressTest
story:109	9a13902d3faac0cf368203360b9af50b8d980999f556d7d83dc325bc820ab43a	runtime	09	tests.test_proxy.HeaderTest;tests.test_database.ProxyEgressTest
story:110	b6299fb8cc41a9d57b293f53f3fd514a9514e302f0ccf7f0562af0ed7c1d2a6c	runtime	09	tests.test_database.WriteDisciplineTest;tests.test_database.ProxyEgressTest
story:111	8a36850737415429d2ea001a6b4b1e51ec17e2e0a34c67dfa4c738a598c34831	runtime	09	tests.test_database.NegativeControlTest;tests.test_database.ProxyEgressTest
story:112	23e76ca9b158ced0d514b52b2f8ab0c69dca85e7915bf08518049a93cd005608	runtime	35	tests.test_database.LaneVocabularyTest
story:113	0b3b016a8b3abca7d8617da2c502a6b8460dec2b02f99b6cdf6a53161a7f31a6	runtime	35	tests.test_database.LaneVocabularyTest;tests.test_database.RecordedColumnsTest
story:114	16146bb5389f91582eda17a14ee5e5af9a01b0daada9748cf5c2cb10dd72f677	runtime	35	tests.test_database.ReplayTestRunTest;tests.test_database.LaneVocabularyTest
story:115	3a60e4212cbc8af8e233fd1c8c7c3f472fe892203af0b07f3e7795c5e6adc3e7	runtime	10	tests.test_database.LaneVocabularyTest;tests.test_tls.AuthorityTest
story:116	56ceb83d21b63d1b549decf25ce46ae4e528f2a084e10b92368bef8bffbbb014	runtime	12	tests.test_identity.SessionTest;tests.test_vault.CredentialTest
story:117	6c64c3de98108bf7056094eac3afb045847504b0900f851d8d5247caa9289f85	runtime	12	tests.test_identity.ProvisionedMaterialTest;tests.test_database.IdentityClampTest
story:118	0c4b74688ea5f03179a35c9f259d12562e3ecee33631e1fc0785d50d2f1f5162	runtime	07	tests.test_database.SealedWireArtifactTest;tests.test_seal.RoundTripTest
story:119	e908cb306decb37b88291a5570b66a70e58763cc1c28001752fa745ff76b9224	runtime	07	tests.test_database.SealedWireArtifactTest;tests.test_seal.ContainmentTest
story:120	9c435155ff7c1c28df2d9df42d354e44b22dc6ef357e8b5870e72f686cb9b3b9	runtime	06	tests.test_database.ArtifactStoreTest;tests.test_artifact.DigestTest
story:121	699e6e3ed640c5f61363b9769db6c9813bdef4cb27c5708bea24944de5c51ac6	runtime	31	tests.test_database.BrowserMissionTest;tests.test_isolation.BrowserContainerIsolationTest
story:122	9806d2984986f201bd6778c3e9b48a3d8fb4c7c9baa5d34211466538824de86a	runtime	31	tests.test_database.BrowserCommandTest;tests.test_database.BrowserMissionTest
story:123	b0b41958d839108a907e775d203ca3c863ae3a6c12cb53a79cfdc875c070218e	runtime	14,67	tests.test_database.CallbackAdmissionTest;tests.test_callback.CorrelatorTest
story:124	d8a631fdbd0510f79e95db71b0093fc6c769dc2c7fed676dace576197175d572	runtime	13	tests.test_database.ProxyEgressTest
story:125	c70e0c8c50c0d54988282cc06c6439dbcd5c91aa969036f0a6e167a032b072eb	runtime	13	tests.test_database.ProxyEgressTest;tests.test_operator.HaltTest
story:126	443f1a32007446dfb16104af2e9dcba0c247d5a415b2363396c708846847df1c	runtime	21	tests.test_database.SurfacePromotionTest
story:127	e2d692208ca43224dca6677d04663e4e01e1d7e31786f80c5adfa002ce96647d	runtime	21	tests.test_database.SurfacePromotionTest;tests.test_roster.RelationAgreementTest
story:128	a853bc2d3b372b88df9ee2820d10501c4aca2008e1cf3a5159dd3072b8c768c0	runtime	21	tests.test_database.SurfacePromotionTest
story:129	c6a44de358ce07eae2cad68a10b7b87412349cbe7910518b78b29b6b37acf6f5	runtime	21	tests.test_database.SurfacePromotionTest;tests.test_proposal.StageTest
story:130	c028c1b05266c57fcacbea3d2fcb96c9e2a8e54141d3b8cf9192c475c58ea4ae	runtime	22	tests.test_database.SurfaceFingerprintTest
story:131	7b43e745d80558d7bf183be7588b945710ab2774a242a358e6f0581e94f2d565	runtime	33	tests.test_database.HypothesisPromotionTest
story:132	09f52c8345fc96730610d7728ca16b3dd196070fb7b5000d35146194e3afb85b	runtime	33	tests.test_database.HypothesisPromotionTest;tests.test_database.MissionPacketTest
story:133	b5d76b9f485ee6d4a8aa65882ea6b5052b2824ba2db44ddf067839d5039ee26f	runtime	34	tests.test_database.NegativeKnowledgeTest
story:134	f125be282e920d8ec7a465f0bd320228c29877a31f6ef064e1c7bb597e1f6f84	runtime	33	tests.test_database.HypothesisPromotionTest;tests.test_proposal.ReviewTest
story:135	d3c5d2d9415baea25bfdf55bbf92dad8c442530edeb5b1487f51367df2149b91	runtime	35	tests.test_database.ReplayTestRunTest;tests.test_database.HypothesisPromotionTest
story:136	e627ff3a3c706de9cd4970d0de1057f8fbc4badb839e655a57c81b7ed3c154a4	runtime	35	tests.test_database.ReplayTestRunTest
story:137	f97981c6cca251f6ae59f5bfa4fe95dc0ece97761cc9d6dc27c8cd6c5e7f1a60	runtime	35	tests.test_database.ReplayTestRunTest
story:138	087e3393b626783fa82aff88f16645bbe4cfa3b2c85953be6485014c6920f6cc	runtime	35	tests.test_database.ReplayTestRunTest;tests.test_scope.VerdictTest
story:139	5013b1c671da1da9ea92630cb161eb8439ed76395e16afdf8a517cd4bb5dae16	runtime	35	tests.test_database.ReplayTestRunTest
story:140	281e2e78d6cb00472a484f029ea2fc3348fc93f32b0539c2754474a6fe8c64b9	runtime	35	tests.test_database.ReplayTestRunTest
story:141	c6ddb2a9ce2be282c5f4e7f39cca0fbb761fe1dbbd10e5cb053a16d6357db96f	runtime	36	tests.test_database.CandidateFindingTest
story:142	8646119d4a885550b296b50316b9490194c743c6c0bfe1a100b5ecbff5a3705b	runtime	35	tests.test_database.ReplayTestRunTest;tests.test_database.ReplayCommandTest
story:143	e2ba7e1d3a4fc5416663fb84482cb174ecb9bd4bd2b93daefc7a8bf556c1041f	runtime	37	tests.test_database.BlindValidationTest;tests.test_database.CandidateFindingTest
story:144	8712f2cf65bf27c1e0899f2c45f2d9230e36b92b0e4597e1c6f2005f25419f49	runtime	37	tests.test_database.BlindValidationTest
story:145	f4bfcb6858b8e15e7fb0e2ac3150673b174da1190724bf39dedaa5e90fbe19aa	runtime	37	tests.test_database.BlindValidationTest;tests.test_database.ChainUnlockTest
story:146	f9de36e85d4eb6cf6a284ca6e043fc50deef55f7d152cde0fafae8e1064d84d3	operator	38	tests.test_database.ValidationCommandTest;tests.test_database.FindingReportTest
story:147	ff0c1290e3fa8f9970e28f683ad72161bdffb5231558cb212a21e9ad0eb319df	runtime	38	tests.test_database.ImpactProofTest
story:148	410a0b95933627e43e7c25d7262604e353d1fd7cffeb1c118114a01d494286e1	runtime	38	tests.test_database.ImpactProofTest;tests.test_scope.PermissionTest
story:149	e1cd9b7c6917deaee9076fab72d65c4b497ee78659a229d70cd08176fde92f2d	runtime	37	tests.test_database.BlindValidationTest;tests.test_database.CandidateFindingTest
story:150	42058dece0b264bd37b16d07b97120c41c957095d66ad2c177a18734eccbb063	runtime	42	tests.test_database.FindingReportTest;tests.test_reporting.ImpactTest
story:151	655ed8d858fc502b8f7f8688c681a0dbb1ca3b217e3c05a2394dab421997f6e5	runtime	39	tests.test_database.PivotStampTest
story:152	0b9e31187ddf4e113159a7fe9a8ef9d172a0a08d8a823704add1b05d289f98cc	runtime	39	tests.test_database.PivotStampTest
story:153	e79cff1d9717f0bffc18b652aa8ff9a72e05e1c9b7d7b791efdf639240478b7e	runtime	40	tests.test_database.KillChainTest
story:154	7171ac077d287d2251ccc63298013ee09770165796c6f66e13460ce8671963a5	runtime	40	tests.test_database.KillChainTest
story:155	b4594081f168eba3540431f3341133d496bc59b517286677287d8eb8c9625de8	runtime	40	tests.test_database.KillChainTest
story:156	f5ea65a89c8734ac9285ce8fa6ace1f5b34610faba339f11c0b32a9dbaf23023	runtime	40	tests.test_database.KillChainTest
story:157	46a84144ea3788f0aaeeb8374ff0dc8ddbefdc03e988fe31f0140d9f3dc23ae9	runtime	42	tests.test_reporting.ChainFormTest;tests.test_database.KillChainTest
story:158	a68c825a0f87d287464d07c9c09d1ece8841983a3994ddba2c040bbef8b060ef	runtime	42	tests.test_reporting.ChainFormTest;tests.test_database.ReportProjectionTest
story:159	d0f23a4d333b55490d3f6520ddc3c761b8ffd777c492b702a6df4e0a0afcf587	runtime	41	tests.test_database.ChainUnlockTest
story:160	24f0ac1e464272373efceccbe6dafa4d808e6bc8bd434125d4617c0f57ee1ad3	runtime	41	tests.test_database.ChainUnlockTest;tests.test_database.TaskRankingTest
story:161	cbdb001db953af5727e888e7eb1ec7692e595eda105f4c47da0c524ba3baa679	runtime	40	tests.test_database.KillChainTest;tests.test_database.ReplayTestRunTest
story:162	52fd853fd688ddf2a56b064370d0b761da05de5ed28bdd1235f81e05c154fb9f	runtime	42	tests.test_reporting.ChainFormTest;tests.test_reporting.MechanismTest
story:163	6cbf6fc646738dc01e4c768d67c79caea8e4efe7fefdb523cf6e9963bbf0ba8d	runtime	42	tests.test_reporting.GateTest
story:164	319bb627aaeb5a35a10ed5a6953bf34b8c3ef2e4dd429bea46b966b1d8011ae6	runtime	40	tests.test_database.ChainUnlockTest;tests.test_database.KillChainTest
story:165	6596e845202ea2fb6a0b739445313c59261729de99642be6987bafd7ab5ce79d	skills	44	tests.test_skill.Corpus;tests.test_skill.Version
story:166	365614297a1402eee85b92766e756828bfdd348c83675aa96d37d75be3eeae8b	skills	44	tests.test_skill.Corpus;tests.test_coverage.CoverageSkillTest
story:167	c8f118412417a016cbf9a20cb57e0c561137d5af02bf83d9eab01f14986fcbe7	playbooks	45	tests.test_playbook.Corpus;gate:tools.check_coverage
story:168	8385caa4a8bacc50f1ac51aa597125b3d674885ce7d6ccf8895686df9b7dabe7	skills	44	tests.test_skill.Version;tests.test_skill.Checks
